"Sensor","Date_Time","Date","Time","Count"
"Flinders La-Swanston St (West)",2020-07-06 19:00:00,2020-07-06,19,500
"Pelham St (South)",2020-07-06 19:00:00,2020-07-06,19,22
"Melbourne Central-Elizabeth St (East)",2020-07-06 19:00:00,2020-07-06,19,354
"QVM-Queen St (East)",2020-07-06 19:00:00,2020-07-06,19,104
"QVM-Therry St (South)",2020-07-06 19:00:00,2020-07-06,19,97
"Faraday St-Lygon St (West)",2020-07-06 19:00:00,2020-07-06,19,107
"QVM-Franklin St (North)",2020-07-06 19:00:00,2020-07-06,19,85
"Elizabeth St-Lonsdale St (South)",2020-07-06 19:00:00,2020-07-06,19,173
"Lincoln-Swanston (W)",2020-07-06 19:00:00,2020-07-06,19,NA
"Elizabeth St-La Trobe St (East)",2020-07-06 19:00:00,2020-07-06,19,NA
"Lonsdale St - Elizabeth St (North)",2020-07-06 19:00:00,2020-07-06,19,201
"Bourke St Bridge",2020-07-06 19:00:00,2020-07-06,19,65
"Bourke St - Spencer St (North)",2020-07-06 19:00:00,2020-07-06,19,155
"RMIT Bld 80 - 445 Swanston Street",2020-07-06 19:00:00,2020-07-06,19,NA
"Flinders La-Swanston St (West) Temporary",2020-07-06 19:00:00,2020-07-06,19,NA
"RMIT Building 14",2020-07-06 19:00:00,2020-07-06,19,146
"380 Elizabeth St",2020-07-06 19:00:00,2020-07-06,19,812
"La Trobe St (North)",2020-07-06 19:00:00,2020-07-06,19,NA
"231 Bourke St",2020-07-06 19:00:00,2020-07-06,19,151
"Royal Pde - Grattan St",2020-07-06 19:00:00,2020-07-06,19,47
"Bourke Street Mall (North)",2020-07-06 20:00:00,2020-07-06,20,107
"Bourke Street Mall (South)",2020-07-06 20:00:00,2020-07-06,20,105
"Melbourne Central",2020-07-06 20:00:00,2020-07-06,20,465
"Town Hall (West)",2020-07-06 20:00:00,2020-07-06,20,299
"Princes Bridge",2020-07-06 20:00:00,2020-07-06,20,229
"Flinders Street Station Underpass",2020-07-06 20:00:00,2020-07-06,20,219
"Birrarung Marr",2020-07-06 20:00:00,2020-07-06,20,31
"Webb Bridge",2020-07-06 20:00:00,2020-07-06,20,70
"Southern Cross Station",2020-07-06 20:00:00,2020-07-06,20,29
"Victoria Point",2020-07-06 20:00:00,2020-07-06,20,34
"Waterfront City",2020-07-06 20:00:00,2020-07-06,20,61
"New Quay",2020-07-06 20:00:00,2020-07-06,20,148
"Flagstaff Station",2020-07-06 20:00:00,2020-07-06,20,NA
"Sandridge Bridge",2020-07-06 20:00:00,2020-07-06,20,16
"State Library",2020-07-06 20:00:00,2020-07-06,20,NA
"Collins St (North)",2020-07-06 20:00:00,2020-07-06,20,87
"Collins Place (South)",2020-07-06 20:00:00,2020-07-06,20,33
"Collins Place (North)",2020-07-06 20:00:00,2020-07-06,20,16
"Chinatown-Swanston St (North)",2020-07-06 20:00:00,2020-07-06,20,231
"Chinatown-Lt Bourke St (South)",2020-07-06 20:00:00,2020-07-06,20,93
"Bourke St-Russell St (West)",2020-07-06 20:00:00,2020-07-06,20,NA
"Flinders St-Elizabeth St (East)",2020-07-06 20:00:00,2020-07-06,20,691
"Spencer St-Collins St (South)",2020-07-06 20:00:00,2020-07-06,20,55
"Spencer St-Collins St (North)",2020-07-06 20:00:00,2020-07-06,20,204
"Melbourne Convention Exhibition Centre",2020-07-06 20:00:00,2020-07-06,20,119
"QV Market-Elizabeth St (West)",2020-07-06 20:00:00,2020-07-06,20,153
"QV Market-Peel St",2020-07-06 20:00:00,2020-07-06,20,31
"The Arts Centre",2020-07-06 20:00:00,2020-07-06,20,97
"St Kilda Rd-Alexandra Gardens",2020-07-06 20:00:00,2020-07-06,20,26
"Lonsdale St (South)",2020-07-06 20:00:00,2020-07-06,20,151
"Lygon St (West)",2020-07-06 20:00:00,2020-07-06,20,166
"City Square",2020-07-06 20:00:00,2020-07-06,20,NA
"Flinders St-Spring St (West)",2020-07-06 20:00:00,2020-07-06,20,NA
"Flinders St-Spark La",2020-07-06 20:00:00,2020-07-06,20,15
"Southbank",2020-07-06 20:00:00,2020-07-06,20,NA
"Queen St (West)",2020-07-06 20:00:00,2020-07-06,20,40
"Lygon St (East)",2020-07-06 20:00:00,2020-07-06,20,110
"Alfred Place",2020-07-06 20:00:00,2020-07-06,20,NA
"Lonsdale St-Spring St (West)",2020-07-06 20:00:00,2020-07-06,20,44
"Grattan St-Swanston St (West)",2020-07-06 20:00:00,2020-07-06,20,26
"Monash Rd-Swanston St (West)",2020-07-06 20:00:00,2020-07-06,20,15
"Tin Alley-Swanston St (West)",2020-07-06 20:00:00,2020-07-06,20,16
"Little Collins St-Swanston St (East)",2020-07-06 20:00:00,2020-07-06,20,186
"Flinders La-Swanston St (West)",2020-07-06 20:00:00,2020-07-06,20,342
"Pelham St (South)",2020-07-06 20:00:00,2020-07-06,20,30
"Melbourne Central-Elizabeth St (East)",2020-07-06 20:00:00,2020-07-06,20,253
"QVM-Queen St (East)",2020-07-06 20:00:00,2020-07-06,20,43
"QVM-Therry St (South)",2020-07-06 20:00:00,2020-07-06,20,73
"Faraday St-Lygon St (West)",2020-07-06 20:00:00,2020-07-06,20,97
"QVM-Franklin St (North)",2020-07-06 20:00:00,2020-07-06,20,48
"Elizabeth St-Lonsdale St (South)",2020-07-06 20:00:00,2020-07-06,20,121
"Lincoln-Swanston (W)",2020-07-06 20:00:00,2020-07-06,20,3
"Elizabeth St-La Trobe St (East)",2020-07-06 20:00:00,2020-07-06,20,NA
"Lonsdale St - Elizabeth St (North)",2020-07-06 20:00:00,2020-07-06,20,153
"Bourke St Bridge",2020-07-06 20:00:00,2020-07-06,20,40
"Bourke St - Spencer St (North)",2020-07-06 20:00:00,2020-07-06,20,114
"RMIT Bld 80 - 445 Swanston Street",2020-07-06 20:00:00,2020-07-06,20,NA
"Flinders La-Swanston St (West) Temporary",2020-07-06 20:00:00,2020-07-06,20,NA
"RMIT Building 14",2020-07-06 20:00:00,2020-07-06,20,106
"380 Elizabeth St",2020-07-06 20:00:00,2020-07-06,20,562
"La Trobe St (North)",2020-07-06 20:00:00,2020-07-06,20,NA
"231 Bourke St",2020-07-06 20:00:00,2020-07-06,20,134
"Royal Pde - Grattan St",2020-07-06 20:00:00,2020-07-06,20,25
"Bourke Street Mall (North)",2020-07-06 21:00:00,2020-07-06,21,53
"Bourke Street Mall (South)",2020-07-06 21:00:00,2020-07-06,21,77
"Melbourne Central",2020-07-06 21:00:00,2020-07-06,21,351
"Town Hall (West)",2020-07-06 21:00:00,2020-07-06,21,201
"Princes Bridge",2020-07-06 21:00:00,2020-07-06,21,188
"Flinders Street Station Underpass",2020-07-06 21:00:00,2020-07-06,21,173
"Birrarung Marr",2020-07-06 21:00:00,2020-07-06,21,20
"Webb Bridge",2020-07-06 21:00:00,2020-07-06,21,42
"Southern Cross Station",2020-07-06 21:00:00,2020-07-06,21,51
"Victoria Point",2020-07-06 21:00:00,2020-07-06,21,18
"Waterfront City",2020-07-06 21:00:00,2020-07-06,21,50
"New Quay",2020-07-06 21:00:00,2020-07-06,21,138
"Flagstaff Station",2020-07-06 21:00:00,2020-07-06,21,NA
"Sandridge Bridge",2020-07-06 21:00:00,2020-07-06,21,6
"State Library",2020-07-06 21:00:00,2020-07-06,21,NA
"Collins St (North)",2020-07-06 21:00:00,2020-07-06,21,51
"Collins Place (South)",2020-07-06 21:00:00,2020-07-06,21,22
"Collins Place (North)",2020-07-06 21:00:00,2020-07-06,21,14
"Chinatown-Swanston St (North)",2020-07-06 21:00:00,2020-07-06,21,155
"Chinatown-Lt Bourke St (South)",2020-07-06 21:00:00,2020-07-06,21,94
"Bourke St-Russell St (West)",2020-07-06 21:00:00,2020-07-06,21,NA
"Flinders St-Elizabeth St (East)",2020-07-06 21:00:00,2020-07-06,21,474
"Spencer St-Collins St (South)",2020-07-06 21:00:00,2020-07-06,21,54
"Spencer St-Collins St (North)",2020-07-06 21:00:00,2020-07-06,21,254
"Melbourne Convention Exhibition Centre",2020-07-06 21:00:00,2020-07-06,21,89
"QV Market-Elizabeth St (West)",2020-07-06 21:00:00,2020-07-06,21,126
"QV Market-Peel St",2020-07-06 21:00:00,2020-07-06,21,32
"The Arts Centre",2020-07-06 21:00:00,2020-07-06,21,76
"St Kilda Rd-Alexandra Gardens",2020-07-06 21:00:00,2020-07-06,21,14
"Lonsdale St (South)",2020-07-06 21:00:00,2020-07-06,21,127
"Lygon St (West)",2020-07-06 21:00:00,2020-07-06,21,190
"City Square",2020-07-06 21:00:00,2020-07-06,21,NA
"Flinders St-Spring St (West)",2020-07-06 21:00:00,2020-07-06,21,NA
"Flinders St-Spark La",2020-07-06 21:00:00,2020-07-06,21,11
"Southbank",2020-07-06 21:00:00,2020-07-06,21,NA
"Queen St (West)",2020-07-06 21:00:00,2020-07-06,21,47
"Lygon St (East)",2020-07-06 21:00:00,2020-07-06,21,75
"Alfred Place",2020-07-06 21:00:00,2020-07-06,21,NA
"Lonsdale St-Spring St (West)",2020-07-06 21:00:00,2020-07-06,21,25
"Grattan St-Swanston St (West)",2020-07-06 21:00:00,2020-07-06,21,33
"Monash Rd-Swanston St (West)",2020-07-06 21:00:00,2020-07-06,21,17
"Tin Alley-Swanston St (West)",2020-07-06 21:00:00,2020-07-06,21,13
"Little Collins St-Swanston St (East)",2020-07-06 21:00:00,2020-07-06,21,138
"Flinders La-Swanston St (West)",2020-07-06 21:00:00,2020-07-06,21,315
"Pelham St (South)",2020-07-06 21:00:00,2020-07-06,21,22
"Melbourne Central-Elizabeth St (East)",2020-07-06 21:00:00,2020-07-06,21,218
"QVM-Queen St (East)",2020-07-06 21:00:00,2020-07-06,21,49
"QVM-Therry St (South)",2020-07-06 21:00:00,2020-07-06,21,37
"Faraday St-Lygon St (West)",2020-07-06 21:00:00,2020-07-06,21,86
"QVM-Franklin St (North)",2020-07-06 21:00:00,2020-07-06,21,53
"Elizabeth St-Lonsdale St (South)",2020-07-06 21:00:00,2020-07-06,21,63
"Lincoln-Swanston (W)",2020-07-06 21:00:00,2020-07-06,21,1
"Elizabeth St-La Trobe St (East)",2020-07-06 21:00:00,2020-07-06,21,NA
"Lonsdale St - Elizabeth St (North)",2020-07-06 21:00:00,2020-07-06,21,101
"Bourke St Bridge",2020-07-06 21:00:00,2020-07-06,21,42
"Bourke St - Spencer St (North)",2020-07-06 21:00:00,2020-07-06,21,122
"RMIT Bld 80 - 445 Swanston Street",2020-07-06 21:00:00,2020-07-06,21,NA
"Flinders La-Swanston St (West) Temporary",2020-07-06 21:00:00,2020-07-06,21,NA
"RMIT Building 14",2020-07-06 21:00:00,2020-07-06,21,113
"380 Elizabeth St",2020-07-06 21:00:00,2020-07-06,21,502
"La Trobe St (North)",2020-07-06 21:00:00,2020-07-06,21,NA
"231 Bourke St",2020-07-06 21:00:00,2020-07-06,21,79
"Royal Pde - Grattan St",2020-07-06 21:00:00,2020-07-06,21,28
"Bourke Street Mall (North)",2020-07-06 22:00:00,2020-07-06,22,43
"Bourke Street Mall (South)",2020-07-06 22:00:00,2020-07-06,22,27
"Melbourne Central",2020-07-06 22:00:00,2020-07-06,22,193
"Town Hall (West)",2020-07-06 22:00:00,2020-07-06,22,125
"Princes Bridge",2020-07-06 22:00:00,2020-07-06,22,158
"Flinders Street Station Underpass",2020-07-06 22:00:00,2020-07-06,22,110
"Birrarung Marr",2020-07-06 22:00:00,2020-07-06,22,9
"Webb Bridge",2020-07-06 22:00:00,2020-07-06,22,26
"Southern Cross Station",2020-07-06 22:00:00,2020-07-06,22,38
"Victoria Point",2020-07-06 22:00:00,2020-07-06,22,18
"Waterfront City",2020-07-06 22:00:00,2020-07-06,22,29
"New Quay",2020-07-06 22:00:00,2020-07-06,22,67
"Flagstaff Station",2020-07-06 22:00:00,2020-07-06,22,NA
"Sandridge Bridge",2020-07-06 22:00:00,2020-07-06,22,3
"State Library",2020-07-06 22:00:00,2020-07-06,22,NA
"Collins St (North)",2020-07-06 22:00:00,2020-07-06,22,32
"Collins Place (South)",2020-07-06 22:00:00,2020-07-06,22,25
"Collins Place (North)",2020-07-06 22:00:00,2020-07-06,22,18
"Chinatown-Swanston St (North)",2020-07-06 22:00:00,2020-07-06,22,71
"Chinatown-Lt Bourke St (South)",2020-07-06 22:00:00,2020-07-06,22,47
"Bourke St-Russell St (West)",2020-07-06 22:00:00,2020-07-06,22,NA
"Flinders St-Elizabeth St (East)",2020-07-06 22:00:00,2020-07-06,22,300
"Spencer St-Collins St (South)",2020-07-06 22:00:00,2020-07-06,22,27
"Spencer St-Collins St (North)",2020-07-06 22:00:00,2020-07-06,22,154
"Melbourne Convention Exhibition Centre",2020-07-06 22:00:00,2020-07-06,22,71
"QV Market-Elizabeth St (West)",2020-07-06 22:00:00,2020-07-06,22,150
"QV Market-Peel St",2020-07-06 22:00:00,2020-07-06,22,35
"The Arts Centre",2020-07-06 22:00:00,2020-07-06,22,52
"St Kilda Rd-Alexandra Gardens",2020-07-06 22:00:00,2020-07-06,22,10
"Lonsdale St (South)",2020-07-06 22:00:00,2020-07-06,22,69
"Lygon St (West)",2020-07-06 22:00:00,2020-07-06,22,113
"City Square",2020-07-06 22:00:00,2020-07-06,22,NA
"Flinders St-Spring St (West)",2020-07-06 22:00:00,2020-07-06,22,NA
"Flinders St-Spark La",2020-07-06 22:00:00,2020-07-06,22,13
"Southbank",2020-07-06 22:00:00,2020-07-06,22,NA
"Queen St (West)",2020-07-06 22:00:00,2020-07-06,22,16
"Lygon St (East)",2020-07-06 22:00:00,2020-07-06,22,70
"Alfred Place",2020-07-06 22:00:00,2020-07-06,22,NA
"Lonsdale St-Spring St (West)",2020-07-06 22:00:00,2020-07-06,22,19
"Grattan St-Swanston St (West)",2020-07-06 22:00:00,2020-07-06,22,38
"Monash Rd-Swanston St (West)",2020-07-06 22:00:00,2020-07-06,22,31
"Tin Alley-Swanston St (West)",2020-07-06 22:00:00,2020-07-06,22,21
"Little Collins St-Swanston St (East)",2020-07-06 22:00:00,2020-07-06,22,80
"Flinders La-Swanston St (West)",2020-07-06 22:00:00,2020-07-06,22,218
"Pelham St (South)",2020-07-06 22:00:00,2020-07-06,22,15
"Melbourne Central-Elizabeth St (East)",2020-07-06 22:00:00,2020-07-06,22,124
"QVM-Queen St (East)",2020-07-06 22:00:00,2020-07-06,22,37
"QVM-Therry St (South)",2020-07-06 22:00:00,2020-07-06,22,50
"Faraday St-Lygon St (West)",2020-07-06 22:00:00,2020-07-06,22,35
"QVM-Franklin St (North)",2020-07-06 22:00:00,2020-07-06,22,46
"Elizabeth St-Lonsdale St (South)",2020-07-06 22:00:00,2020-07-06,22,38
"Lincoln-Swanston (W)",2020-07-06 22:00:00,2020-07-06,22,1
"Elizabeth St-La Trobe St (East)",2020-07-06 22:00:00,2020-07-06,22,NA
"Lonsdale St - Elizabeth St (North)",2020-07-06 22:00:00,2020-07-06,22,30
"Bourke St Bridge",2020-07-06 22:00:00,2020-07-06,22,14
"Bourke St - Spencer St (North)",2020-07-06 22:00:00,2020-07-06,22,75
"RMIT Bld 80 - 445 Swanston Street",2020-07-06 22:00:00,2020-07-06,22,NA
"Flinders La-Swanston St (West) Temporary",2020-07-06 22:00:00,2020-07-06,22,NA
"RMIT Building 14",2020-07-06 22:00:00,2020-07-06,22,74
"380 Elizabeth St",2020-07-06 22:00:00,2020-07-06,22,331
"La Trobe St (North)",2020-07-06 22:00:00,2020-07-06,22,NA
"231 Bourke St",2020-07-06 22:00:00,2020-07-06,22,57
"Royal Pde - Grattan St",2020-07-06 22:00:00,2020-07-06,22,8
"Bourke Street Mall (North)",2020-07-06 23:00:00,2020-07-06,23,20
"Bourke Street Mall (South)",2020-07-06 23:00:00,2020-07-06,23,17
"Melbourne Central",2020-07-06 23:00:00,2020-07-06,23,133
"Town Hall (West)",2020-07-06 23:00:00,2020-07-06,23,74
"Princes Bridge",2020-07-06 23:00:00,2020-07-06,23,55
"Flinders Street Station Underpass",2020-07-06 23:00:00,2020-07-06,23,56
"Birrarung Marr",2020-07-06 23:00:00,2020-07-06,23,6
"Webb Bridge",2020-07-06 23:00:00,2020-07-06,23,11
"Southern Cross Station",2020-07-06 23:00:00,2020-07-06,23,9
"Victoria Point",2020-07-06 23:00:00,2020-07-06,23,5
"Waterfront City",2020-07-06 23:00:00,2020-07-06,23,2
"New Quay",2020-07-06 23:00:00,2020-07-06,23,8
"Flagstaff Station",2020-07-06 23:00:00,2020-07-06,23,NA
"Sandridge Bridge",2020-07-06 23:00:00,2020-07-06,23,NA
"State Library",2020-07-06 23:00:00,2020-07-06,23,NA
"Collins St (North)",2020-07-06 23:00:00,2020-07-06,23,27
"Collins Place (South)",2020-07-06 23:00:00,2020-07-06,23,9
"Collins Place (North)",2020-07-06 23:00:00,2020-07-06,23,11
"Chinatown-Swanston St (North)",2020-07-06 23:00:00,2020-07-06,23,44
"Chinatown-Lt Bourke St (South)",2020-07-06 23:00:00,2020-07-06,23,30
"Bourke St-Russell St (West)",2020-07-06 23:00:00,2020-07-06,23,NA
"Flinders St-Elizabeth St (East)",2020-07-06 23:00:00,2020-07-06,23,165
"Spencer St-Collins St (South)",2020-07-06 23:00:00,2020-07-06,23,14
"Spencer St-Collins St (North)",2020-07-06 23:00:00,2020-07-06,23,84
"Melbourne Convention Exhibition Centre",2020-07-06 23:00:00,2020-07-06,23,33
"QV Market-Elizabeth St (West)",2020-07-06 23:00:00,2020-07-06,23,82
"QV Market-Peel St",2020-07-06 23:00:00,2020-07-06,23,15
"The Arts Centre",2020-07-06 23:00:00,2020-07-06,23,27
"St Kilda Rd-Alexandra Gardens",2020-07-06 23:00:00,2020-07-06,23,6
"Lonsdale St (South)",2020-07-06 23:00:00,2020-07-06,23,45
"Lygon St (West)",2020-07-06 23:00:00,2020-07-06,23,45
"City Square",2020-07-06 23:00:00,2020-07-06,23,NA
"Flinders St-Spring St (West)",2020-07-06 23:00:00,2020-07-06,23,NA
"Flinders St-Spark La",2020-07-06 23:00:00,2020-07-06,23,5
"Southbank",2020-07-06 23:00:00,2020-07-06,23,NA
"Queen St (West)",2020-07-06 23:00:00,2020-07-06,23,18
"Lygon St (East)",2020-07-06 23:00:00,2020-07-06,23,15
"Alfred Place",2020-07-06 23:00:00,2020-07-06,23,NA
"Lonsdale St-Spring St (West)",2020-07-06 23:00:00,2020-07-06,23,3
"Grattan St-Swanston St (West)",2020-07-06 23:00:00,2020-07-06,23,3
"Monash Rd-Swanston St (West)",2020-07-06 23:00:00,2020-07-06,23,7
"Tin Alley-Swanston St (West)",2020-07-06 23:00:00,2020-07-06,23,4
"Little Collins St-Swanston St (East)",2020-07-06 23:00:00,2020-07-06,23,36
"Flinders La-Swanston St (West)",2020-07-06 23:00:00,2020-07-06,23,111
"Pelham St (South)",2020-07-06 23:00:00,2020-07-06,23,17
"Melbourne Central-Elizabeth St (East)",2020-07-06 23:00:00,2020-07-06,23,83
"QVM-Queen St (East)",2020-07-06 23:00:00,2020-07-06,23,19
"QVM-Therry St (South)",2020-07-06 23:00:00,2020-07-06,23,45
"Faraday St-Lygon St (West)",2020-07-06 23:00:00,2020-07-06,23,11
"QVM-Franklin St (North)",2020-07-06 23:00:00,2020-07-06,23,44
"Elizabeth St-Lonsdale St (South)",2020-07-06 23:00:00,2020-07-06,23,13
"Lincoln-Swanston (W)",2020-07-06 23:00:00,2020-07-06,23,1
"Elizabeth St-La Trobe St (East)",2020-07-06 23:00:00,2020-07-06,23,NA
"Lonsdale St - Elizabeth St (North)",2020-07-06 23:00:00,2020-07-06,23,21
"Bourke St Bridge",2020-07-06 23:00:00,2020-07-06,23,6
"Bourke St - Spencer St (North)",2020-07-06 23:00:00,2020-07-06,23,32
"RMIT Bld 80 - 445 Swanston Street",2020-07-06 23:00:00,2020-07-06,23,NA
"Flinders La-Swanston St (West) Temporary",2020-07-06 23:00:00,2020-07-06,23,NA
"RMIT Building 14",2020-07-06 23:00:00,2020-07-06,23,35
"380 Elizabeth St",2020-07-06 23:00:00,2020-07-06,23,184
"La Trobe St (North)",2020-07-06 23:00:00,2020-07-06,23,NA
"231 Bourke St",2020-07-06 23:00:00,2020-07-06,23,34
"Royal Pde - Grattan St",2020-07-06 23:00:00,2020-07-06,23,8
"Bourke Street Mall (North)",2020-07-07 00:00:00,2020-07-07,0,30
"Bourke Street Mall (South)",2020-07-07 00:00:00,2020-07-07,0,12
"Melbourne Central",2020-07-07 00:00:00,2020-07-07,0,93
"Town Hall (West)",2020-07-07 00:00:00,2020-07-07,0,26
"Princes Bridge",2020-07-07 00:00:00,2020-07-07,0,40
"Flinders Street Station Underpass",2020-07-07 00:00:00,2020-07-07,0,29
"Birrarung Marr",2020-07-07 00:00:00,2020-07-07,0,2
"Webb Bridge",2020-07-07 00:00:00,2020-07-07,0,1
"Southern Cross Station",2020-07-07 00:00:00,2020-07-07,0,NA
"Victoria Point",2020-07-07 00:00:00,2020-07-07,0,2
"Waterfront City",2020-07-07 00:00:00,2020-07-07,0,3
"New Quay",2020-07-07 00:00:00,2020-07-07,0,3
"Flagstaff Station",2020-07-07 00:00:00,2020-07-07,0,NA
"Sandridge Bridge",2020-07-07 00:00:00,2020-07-07,0,NA
"State Library",2020-07-07 00:00:00,2020-07-07,0,NA
"Collins St (North)",2020-07-07 00:00:00,2020-07-07,0,12
"Collins Place (South)",2020-07-07 00:00:00,2020-07-07,0,2
"Collins Place (North)",2020-07-07 00:00:00,2020-07-07,0,1
"Chinatown-Swanston St (North)",2020-07-07 00:00:00,2020-07-07,0,21
"Chinatown-Lt Bourke St (South)",2020-07-07 00:00:00,2020-07-07,0,6
"Bourke St-Russell St (West)",2020-07-07 00:00:00,2020-07-07,0,NA
"Flinders St-Elizabeth St (East)",2020-07-07 00:00:00,2020-07-07,0,89
"Spencer St-Collins St (South)",2020-07-07 00:00:00,2020-07-07,0,23
"Spencer St-Collins St (North)",2020-07-07 00:00:00,2020-07-07,0,52
"Melbourne Convention Exhibition Centre",2020-07-07 00:00:00,2020-07-07,0,26
"QV Market-Elizabeth St (West)",2020-07-07 00:00:00,2020-07-07,0,76
"QV Market-Peel St",2020-07-07 00:00:00,2020-07-07,0,12
"The Arts Centre",2020-07-07 00:00:00,2020-07-07,0,18
"St Kilda Rd-Alexandra Gardens",2020-07-07 00:00:00,2020-07-07,0,5
"Lonsdale St (South)",2020-07-07 00:00:00,2020-07-07,0,23
"Lygon St (West)",2020-07-07 00:00:00,2020-07-07,0,28
"City Square",2020-07-07 00:00:00,2020-07-07,0,NA
"Flinders St-Spring St (West)",2020-07-07 00:00:00,2020-07-07,0,NA
"Flinders St-Spark La",2020-07-07 00:00:00,2020-07-07,0,1
"Southbank",2020-07-07 00:00:00,2020-07-07,0,NA
"Queen St (West)",2020-07-07 00:00:00,2020-07-07,0,4
"Lygon St (East)",2020-07-07 00:00:00,2020-07-07,0,13
"Alfred Place",2020-07-07 00:00:00,2020-07-07,0,NA
"Lonsdale St-Spring St (West)",2020-07-07 00:00:00,2020-07-07,0,6
"Grattan St-Swanston St (West)",2020-07-07 00:00:00,2020-07-07,0,6
"Monash Rd-Swanston St (West)",2020-07-07 00:00:00,2020-07-07,0,NA
"Tin Alley-Swanston St (West)",2020-07-07 00:00:00,2020-07-07,0,2
"Little Collins St-Swanston St (East)",2020-07-07 00:00:00,2020-07-07,0,20
"Flinders La-Swanston St (West)",2020-07-07 00:00:00,2020-07-07,0,88
"Pelham St (South)",2020-07-07 00:00:00,2020-07-07,0,8
"Melbourne Central-Elizabeth St (East)",2020-07-07 00:00:00,2020-07-07,0,62
"QVM-Queen St (East)",2020-07-07 00:00:00,2020-07-07,0,17
"QVM-Therry St (South)",2020-07-07 00:00:00,2020-07-07,0,44
"Faraday St-Lygon St (West)",2020-07-07 00:00:00,2020-07-07,0,3
"QVM-Franklin St (North)",2020-07-07 00:00:00,2020-07-07,0,20
"Elizabeth St-Lonsdale St (South)",2020-07-07 00:00:00,2020-07-07,0,2
"Lincoln-Swanston (W)",2020-07-07 00:00:00,2020-07-07,0,NA
"Elizabeth St-La Trobe St (East)",2020-07-07 00:00:00,2020-07-07,0,NA
"Lonsdale St - Elizabeth St (North)",2020-07-07 00:00:00,2020-07-07,0,10
"Bourke St Bridge",2020-07-07 00:00:00,2020-07-07,0,2
"Bourke St - Spencer St (North)",2020-07-07 00:00:00,2020-07-07,0,9
"RMIT Bld 80 - 445 Swanston Street",2020-07-07 00:00:00,2020-07-07,0,NA
"Flinders La-Swanston St (West) Temporary",2020-07-07 00:00:00,2020-07-07,0,NA
"RMIT Building 14",2020-07-07 00:00:00,2020-07-07,0,27
"380 Elizabeth St",2020-07-07 00:00:00,2020-07-07,0,86
"La Trobe St (North)",2020-07-07 00:00:00,2020-07-07,0,NA
"231 Bourke St",2020-07-07 00:00:00,2020-07-07,0,17
"Royal Pde - Grattan St",2020-07-07 00:00:00,2020-07-07,0,2
"Bourke Street Mall (North)",2020-07-07 01:00:00,2020-07-07,1,16
"Bourke Street Mall (South)",2020-07-07 01:00:00,2020-07-07,1,12
"Melbourne Central",2020-07-07 01:00:00,2020-07-07,1,48
"Town Hall (West)",2020-07-07 01:00:00,2020-07-07,1,17
"Princes Bridge",2020-07-07 01:00:00,2020-07-07,1,22
"Flinders Street Station Underpass",2020-07-07 01:00:00,2020-07-07,1,30
"Birrarung Marr",2020-07-07 01:00:00,2020-07-07,1,2
"Webb Bridge",2020-07-07 01:00:00,2020-07-07,1,2
"Southern Cross Station",2020-07-07 01:00:00,2020-07-07,1,4
"Victoria Point",2020-07-07 01:00:00,2020-07-07,1,1
"Waterfront City",2020-07-07 01:00:00,2020-07-07,1,NA
"New Quay",2020-07-07 01:00:00,2020-07-07,1,6
"Flagstaff Station",2020-07-07 01:00:00,2020-07-07,1,NA
"Sandridge Bridge",2020-07-07 01:00:00,2020-07-07,1,NA
"State Library",2020-07-07 01:00:00,2020-07-07,1,NA
"Collins St (North)",2020-07-07 01:00:00,2020-07-07,1,8
"Collins Place (South)",2020-07-07 01:00:00,2020-07-07,1,1
"Collins Place (North)",2020-07-07 01:00:00,2020-07-07,1,2
"Chinatown-Swanston St (North)",2020-07-07 01:00:00,2020-07-07,1,8
"Chinatown-Lt Bourke St (South)",2020-07-07 01:00:00,2020-07-07,1,11
"Bourke St-Russell St (West)",2020-07-07 01:00:00,2020-07-07,1,NA
"Flinders St-Elizabeth St (East)",2020-07-07 01:00:00,2020-07-07,1,62
"Spencer St-Collins St (South)",2020-07-07 01:00:00,2020-07-07,1,23
"Spencer St-Collins St (North)",2020-07-07 01:00:00,2020-07-07,1,49
"Melbourne Convention Exhibition Centre",2020-07-07 01:00:00,2020-07-07,1,29
"QV Market-Elizabeth St (West)",2020-07-07 01:00:00,2020-07-07,1,53
"QV Market-Peel St",2020-07-07 01:00:00,2020-07-07,1,5
"The Arts Centre",2020-07-07 01:00:00,2020-07-07,1,13
"St Kilda Rd-Alexandra Gardens",2020-07-07 01:00:00,2020-07-07,1,1
"Lonsdale St (South)",2020-07-07 01:00:00,2020-07-07,1,22
"Lygon St (West)",2020-07-07 01:00:00,2020-07-07,1,19
"City Square",2020-07-07 01:00:00,2020-07-07,1,NA
"Flinders St-Spring St (West)",2020-07-07 01:00:00,2020-07-07,1,NA
"Flinders St-Spark La",2020-07-07 01:00:00,2020-07-07,1,2
"Southbank",2020-07-07 01:00:00,2020-07-07,1,NA
"Queen St (West)",2020-07-07 01:00:00,2020-07-07,1,2
"Lygon St (East)",2020-07-07 01:00:00,2020-07-07,1,11
"Alfred Place",2020-07-07 01:00:00,2020-07-07,1,NA
"Lonsdale St-Spring St (West)",2020-07-07 01:00:00,2020-07-07,1,4
"Grattan St-Swanston St (West)",2020-07-07 01:00:00,2020-07-07,1,4
